Site,BUFF_DIST,RESERVOIR,BORROWPITS,DUGOUT,LAGOON,BORROWPIT-DRY,SUMP,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,INTERCHANGE-RAMP,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-PAVED-UNDIV-4L,ROAD-UNPAVED-2L,TRUCK-TRAIL,AIRP-RUNWAY,ROAD-UNPAVED-1L,ROAD-PAVED-4L,ROAD-PAVED-3L,RLWY-SGL-TRACK,RLWY-SPUR,CANAL,VEGETATED-EDGE-ROADS,VEGETATED-EDGE-RAILWAYS,GRVL-SAND-PIT,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,FACILITY-OTHER,OIL-GAS-PLANT,CLEARING-UNKNOWN,URBAN-INDUSTRIAL,CLEARING-WELLPAD-UNCONFIRMED,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,TRANSFER_STATION,LANDFILL,RECREATION,GOLFCOURSE,CAMPGROUND,GREENSPACE,SURROUNDING-VEG,RUNWAY,TRANSMISSION-LINE,CFO,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,WELL-ABAND,ROUGH_PASTURE,CROP,TAME_PASTURE,FRUIT-VEGETABLES,CUTBLOCK,PRE-LOW-IMPACT-SEISMIC,TRAIL,DISTURB_VEG,PIPELINE
Cell 37,1500,0,0,0,0,0,0,0.001006547,0.000538455,0,0.002459234,0.004121716,0,0,0,0.000694097,0,0,0,9.12E-05,0,0,0,0,0,0,0,0.00695966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016615046,0,0.012102866,0,0,0,0.001377805,0.006805374,0,0,0,0,0.002929664,0.000884279,0,0
Cell 38,1500,0,0,0,0,0,0,0.005199992,0.001872252,0,0,0,0,0,0,0.004819909,0.016150778,0,0,0,0,0,0,0,0,0,0,0.037325157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027991939,0,0.071395896,0,0,0.133963612,0,0.014097345,0,0,0.004779261,0.001135906,0,0
Cell 39,1500,0,0,0,0,0,0,0.000925506,0,0,0,0,0,0,0,0.002608999,0,0,0,0,0,0,0,0,0,0,0,0.001805205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009673139,0,0,0,0.001882729,0.02263885,0.000459103,0.114386752,0,0,0.002556588,0.000163321,0,0
Cell 4,1500,0,0,0,0,0,0,0.013407199,0.001318594,0,0.000485263,0,0,0,0,0.002776807,0.022572097,0,0,0,0,0,0,0,0,0,0,0.03161963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030736797,0,0.278058664,0,0,0.00303963,0,0.195541755,0,0,0.00670068,0.002004935,0,0
Cell 40,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005742311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002334627,0.139439283,0,0.058995202,0,0,2.73E-06,0.005266681,0,0.009595486
Cell 41,1500,0,0,0,0,0,0,0,0.004009059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004017947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002518699,0.175726577,0,0.013791362,0,0,3.90E-05,0.005452937,0,0
Cell 42,1500,0,0,0,0,0,0,0,0.006836677,0,0,0,0,0,0.015244797,0,0.000113353,0,0,0,0,0,0,0,0,0,0,0.022602129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018577,0.00120124,0,0
Cell 43,1500,0,0,0,0,0,0,0,0.005911779,0,0,0,0,0,0.017024288,0,0.000113353,0,0,0,0,0,0,0,0,0,0,0.023468077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535827,0.00138982,0,0
Cell 44,1500,0,0,0,0.004460285,0,0,0.001176671,0.004883884,0,0.004938256,0,0,0,0,0,0.004032147,0,0,0,0,0,0,0,0,0,0,0.017193598,0,0,0,0,0,0,0,0,0,0,0.001876926,0,0,0,0,0,0,0,0.059142156,0,0,0,0,0,0.005363982,0,0,0,0.003765384,0.015191615,0.021589612,0,0,0,0.005470691,0.000860188,0,0
Cell 45,1500,0,0,0,0,0,0,0.00328943,0.002838392,0,0.007868891,0,0,0,0,0,0,0,0,0.000554738,0,0,0,0,0,0,0,0.016459232,0,0,0,0,0,0,0,0,0,0,0,0.002025601,0,0,0,0,0,0.067354456,0.015480283,0,0,0,0,0,0.006669697,0,0,0,0.001882636,0.105905426,0,0.001391833,0,0,0.002242782,0.000794874,0,0
Cell 46,1500,0,0,0,0,0,0,0.003837045,6.31E-05,0,0.009228104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013389527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005854301,0,0.035772877,0,0.001882666,0.220439047,0,0.006707886,0,0,0.000984335,0.000470461,0,0.00466116
Cell 47,1500,0,0,0,0,0,0,0.008710784,0.000316352,0,0.0105679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018860616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012990553,0,0.014079185,0,0.106184517,0,0.005647949,0.129146625,0,0.000302198,0,0,0.005847563,0.001903128,0,0
Cell 48,1500,0,0,0.000978944,0,0,0,0.008414664,0.002577719,0,0.004204872,0.002927378,0,0,0,0.006963124,0.006576893,0,0,0.000121759,0,0,0,0,0,0,0,0.035490307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028247213,0,0.164232377,0,0.001045038,0.083258452,0,0.09595879,0,0,0.00429982,0.001689818,0,0
Cell 49,1500,0,0,0.000978949,0,0,0,0.00252146,0.002155037,0,0.006646699,0,0,0,0,0,0.00763919,0,0,0,0,0,0,0,0,0,0,0.021004594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029982393,0,0.010434546,0,0.001489234,0.042769116,0,0.318795188,0,0,0.002566337,0.000306407,0,0.001424693
Cell 5,1500,0,0,0.000326392,0,0,0,0.008327784,0.002391157,0,0.001357164,0,0,0,0,0.005002286,0.023027175,0,0,0,0,0,0,0,0,0,0,0.055517956,0,0,0,0,0,0,0,0,0.000160994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05681559,0,0.053917181,0,0.001883072,0.170813162,0.001742423,0.27578779,0,0,0.000736176,0.000211143,0,0
Cell 50,1500,0,0,0.000978935,0,0,0,0.005190308,0.000445521,0,0.004138061,0.00599008,0,0,0,0.001860388,0.004249814,0,0,0,0,0,0,0,0.004041272,0,0,0.02065343,0.011284708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041225079,0,0.008758838,0,0,0.022687929,0,0.408687024,0,0,0.00202406,0.00079149,0,0
Cell 51,1500,0,0,0.000326313,0,0,0,0,0.004346627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004346512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001882621,0.28780531,0,0,0,0,0.000414453,0.00387232,0,0.010237262
Cell 52,1500,0,0,0,0,0,0,0,0.001845448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001855866,0,0,0,0,0,0,0,0,0,0,0,0.002025554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088361191,0,0,0,0,0.001146302,0.006371051,0,0.002662753
Cell 53,1500,0,0,0,0,0,0,0,0.005456323,0,0,0,0,0,0.01297753,0,0.001653917,0,0,0.000204661,0,0,0,0,0,0,0,0.021816696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001226926,0,0,0,0,0.012323516,0,0.018450292,0,0,0.00217719,0.002727771,0,0
Cell 54,1500,0,0,0,0,0,0,0,0.005369515,0,0,0,0,0,0.01422827,0,0.007855523,0,0,0.000197228,0,0,0,0,0,0,0,0.031605408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004634153,0,0,0,0,0.14742386,0,0.116334807,0,0,0.001531051,0.002360142,0,0
Cell 55,1500,0,0,0.000652607,0,0,0,0.000655805,0.000301206,0,0.003795248,0,0,0,0,0,0.007422554,0,0,0,0,0,0,0,0,0,0,0.013262459,0,0,0,0,0,0,0,0,0,0,0,0.006482962,0,0,0,0,0,0,0,0,0,0,0,0,0.007623811,0,0,0,0.003765141,0,0.537025952,0.00014374,0,0,0.00257498,0.002777457,0,0
Cell 56,1500,0,0,0.000978902,0,0,0,0.001524984,0.000327411,0,0.006557798,0,0,0,0,0,0.007399437,0,0,0.000295445,0,0,0,0,0,0,0,0.020521224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01015148,0,0,0,0.001882545,0.030073866,0.199462313,0.140787283,0,0,0.003799539,0.001003979,0,0
Cell 57,1500,0,0,0.0016315,0,0,0,0.006313247,0,0,0.012633685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01755266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017631352,0,0.064660442,0,0.005647579,0.056861765,0.576256288,0.032353742,0,0,0.001536431,0.00029197,0,0
Cell 58,1500,0,0,0.002155847,0,0,0,0.002084782,0.000630389,0,0.002676934,0,0,0,0,0,0.007470644,0,0,0,0,0,0,0,0,0,0,0.014475831,0,0,0,0,0,0,0,0,0,0,0,0.002025524,0,0,0,0,0,0,0,0,0,0,0,0,0.010637985,0,0.013591309,0,0.00753032,0.010014702,0.691177106,0.025280534,0,0,0.000382359,0,0,0
Cell 59,1500,0,0,0.002370514,0,0,0,0.003270847,0.004427665,0,0.001758594,0,0,0,0,0.002969677,0.019580511,0,0,0,0,0,0,0,0,0,0,0.047630348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002112675,0,0,0,0,0,0,0,0,0,0.021810572,0,0.024846034,0,0.001882608,0.023910178,0.348815425,0.176749733,0,0,0.000866303,0.000675751,0,0
Cell 6,1500,0,0,0.000326385,0,0,0,0.011712748,0.001549868,0,0.000271678,0.001329125,0,0,0,0.000253756,0.024303318,0,0,0,0,0,0,0,0,0,0,0.018447299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057446754,0,0.102720218,0,0.003766137,0.017659488,0,0.463639254,0,0,0.003113143,0.000936364,0,0
Cell 60,1500,0,0,4.89E-06,0,0,0,0.010324615,0.00133271,0,0.002536084,0,0,0,0,0.006046475,0.012443775,0,0,0.000865958,0,0,0,0,0.003388544,0,0,0.020577581,0.012126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010424181,0,0,0,0,0,0.011220756,0,0.168543331,0,0.001882539,0.025642654,0.154830824,0.170340696,0,0,0.001660876,0.000748149,0,0
Cell 61,1500,0,0,0.000326293,0,0,0,0.003143218,0,0,0.007064654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015745566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01103517,0,0.002936272,0,0.00027357,0.085142552,0,0.205893476,0,0,0.004508131,0.00171991,0,0.00426671
Cell 62,1500,0,0,0,0,0,0,0.000301183,0.006090433,0,0.002237666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01007217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262887,0,0,0,0.001903359,0.114294986,0,0.035198034,0,0,0.000999459,0.003892919,0,0.011793069
Cell 63,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03804582,0,0,0,0,0,0.004604416,0,0.00352719
Cell 64,1500,0,0,0,0,0,0,0.000575089,0.00707441,0,0,0,0,0,0,0.000928463,0.001160327,0,0,0.00092834,0,0,0,0,0,0,0,0.009431635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021090483,0,0,0,0.005647588,0.133268733,0,0.053033795,0,0,0.00076293,0.005727716,0,0.003012148
Cell 65,1500,0,0,0,0,0,0,0.000351235,0.004144616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004194038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011674612,0,0,0,0.001882568,0.063400033,0.190994611,0.193383929,0,0,0.001471851,0.00122716,0,0
Cell 66,1500,0,0,0,0,0,0,0.000679814,0.002306998,0,0.006067469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008787815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006110209,0,0,0,0,0.016072723,0.083265872,0.240569212,0,0,0.001617103,0.004679231,0,0
Cell 7,1500,0,0,0.000326386,0,0,0,0.011278532,0.001284159,0,0,0,0,0,0,0.001634565,0.024083974,0,0,0,0,0,0,0,0,0,0,0.011720096,0,0,0,0,0.000648516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067303785,0,0.06369372,0,0.001883047,0.050068489,0,0.347612,0,0,0.00575875,0.00035588,0,0.005635691
Cell 8,1500,0,0,0.000652752,0,0,0,0.010417509,0.003576886,0,0,0.00326355,0,0,0,0.005168898,0.015284724,0,0,0.00072766,0,0,0,0,0.004055636,0,0,0.032456992,0.010253153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075333585,0,0.116738672,0,0.005029266,0.066202037,0.057329781,0.128207183,0,0,0.00601085,0.000714037,0,0.00134951
Cell 9,1500,0,0,0,0,0,0,0.011603156,0.002630849,0,0,0.005451076,0,0,0,0.004160857,0.013062128,0,0,0.000287226,0,0,0,0,0,0,0,0.017481404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085843991,0,0.093192991,0,0.001882989,0.070793701,0.000160664,0.250496881,0,0,0.00139203,0.000479596,0,0
Cell 1,1750,0,0,0.000239792,0,0,0,0.001369126,0.008165719,0,0.002728622,0.00446037,0,0,0,0.000159445,0.002123305,0,0,0.00020655,0,0,0,0,0,0,0,0.023621306,0,0,0,0.000426498,0,0,0,0,0,0,0.001379197,0,0.027627787,0.011950971,0,0,0,0,0.006312668,0,0,0,0,0,0.002862871,0,0.001728378,0,0.011067577,0,0.352211958,0.038583286,0,0,0.0007323,0.000242592,0,0
Cell 10,1750,0,0.000962489,0.000706372,0,0,0,0.010252891,0.001710033,0,0,0,0,0,0,0.004805261,0.016404343,0,0,0.000550287,0,0,0,0,0,0,0,0.01753164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03702242,0,0.140547809,0,0,0.041108591,0.240003025,0.068718487,0,0,0.004485675,0.001274852,0,0.001923239
Cell 12,1750,0,0,0.000468436,0,0,0,0.001365382,0.004480097,0,0.005550699,0.002067411,0,0,0,0.000816834,0,0,0,2.86E-05,0,0,0,0,0,0,0,0.018358123,0,0,0,0,0,0,0,0,0,0,0.002758359,0,0.017596517,0.008462858,0,0,0,0,0.002437515,0,0,0,0,0,0.004990095,0,0.001728378,0,0.004150225,0,0.15641266,0.100986401,0,0,0.000656469,0.000481049,0,0.003350951
Cell 13,1750,0,0,0.000239787,0,0,0,0.002490977,0.000957654,0,0.006471827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009745607,0,0,0,0,0,0,0,0,0,0,0,0.003035376,0.003707389,0,0,0,0,0,0,0,0,0,0,0,0.01234037,0,0.032298849,0,0.001383389,0.001177138,0,0.087072146,0,0,0.002721556,0.00105883,0,0.005920378
Cell 14,1750,0,0,0.001193155,0,0,0,0.004061239,0.000435748,0,0.005585301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007248541,0,0,0,0,0,0,0,0,0,0,0,0.000161763,0.002179149,0,0,0,0,0,0,0,0,0,0,0,0.020388621,0,0.037251851,0,0.0026374,0.001072932,0,0.254974758,0,0,0.004154182,0.001563187,0,0.000959315
Cell 15,1750,0,0,0,0,0,0,0.002889236,0.001604769,0,0,0.001298539,0,0,0,0.000396172,0.011695384,0,0,0.000434331,0,0,0,0,0,0,0,0.010874846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013422263,0,0.012920013,0,0.037728205,0,0.00138339,0.057791307,0.134312436,0.172276989,0,0,0.00126407,0.000625021,0,0
Cell 16,1750,0,0,0.000239776,0,0,0,0.001840222,0.000816004,0,0.002939146,0,0,0,0,0,0.006854952,0,0,0,0,0,0,0,0,0,0,0.023234289,0,0,0,0,0,0,0,0,0,0,0,0.001488376,0,0,0,0,0,0,0,0,0,0,0,0,0.018677078,0,0,0,0.000463674,0.021073363,0.038511709,0.147801147,0,0,0.002948394,0.000946269,0,0
Cell 17,1750,0.025813872,0,0,0,0,0,0.006511221,0.001906695,0,0.003130143,0,0,0,0,0,0.021034845,0,0,0.000304207,0,0,0,0,0,0,0,0.024498524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019939056,0,0.12937652,0,0.001383376,0.012786848,0,0.284713953,0,0,0.004104168,0.001063792,0,0
Cell 18,1750,0,0,0.000239783,0,0,0,0.011935036,0.001531878,0,0.003619192,0,0,0,0,0.008832717,0.022835038,0,0,0,0,0,0,0,0.003541323,0,0,0.043458614,0.016032616,0,0,0,0,0,0,0,0,0,0,0.004465233,0,0,0,0,0,0,0,0,0,0,0,0,0.020788444,0,0.195950144,0,0.002787551,0.068741873,0.009233172,0.164086206,0,0,0.001844851,0.000523614,0,0.006031803
Cell 19,1750,0,0,0,0,0,0,0.008110615,0.002005095,0,0,0.000935816,0,0,0,0.004125802,0.017866486,0,0,0,0,0,0,0,0,0,0,0.015289671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074871327,0,0.057520155,0,0,0.016830516,0.001373748,0.391942914,0,0,0.003415154,0.001809961,0,0
Cell 2,1750,0,0,0.000719366,0,0,0,0.003807134,0.004309297,0,0.010111877,0,0,0,0,0,0,0,0,0.000203967,0,0,0,0,0,0,0,0.017635416,0,0,0,0,0,0,0,0,0,0,0.001558819,0,0.031620636,0.004999944,0,0,0,0,0,0,0,0,0,0,0.021003559,0,0.027362886,0,0.00542656,0.005617956,4.47E-05,0.263589488,0,0,0.002618818,0.000875155,0,0.003165071
Cell 20,1750,0,0,0,0,0,0,0.008033606,0.001182522,0,0,0,0,0,0,0.004966566,0.016846256,0,0,0.00019349,0,0,0,0,0,0,0,0.015329717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-05,0,0,0,0,0,0,0,0.026821003,0,0.073296126,0,0,0.041709374,0.095339425,0.109768624,0,0,0.002812229,0.004599758,0,0
Cell 22,1750,0,0,0.000239766,0,0,0,0.003299119,0.000741821,0,0.009847983,0,0,0,0,0,0,0,0,0.000662736,0,0,0,0,0,0,0,0.012133898,0,0,0,0,0,0,0,0,0,0,0,0.005058208,0.001484542,0.001261817,0,0,0,0,0,0,0,0,0,0,0.014194338,0,0,0,0.00478099,0.01138128,0.363677759,0.36602331,0,0,0.001307943,0.000484786,0,0
Cell 23,1750,0,0,0.00071928,0,0,0,0.003493666,0.001155513,0,0.00316348,0.00494939,0,0,0,0,0.004528062,0,0,0.000230526,0,0,0,0,0,0,0,0.014568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018251535,0,0.013969596,0,0,0.13900211,0.114296482,0.027494834,0,0,0.003490207,0.001393943,0,0
Cell 24,1750,0,0,0,0,0,0,0,0,0,0.00150978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0.002766678,0,0,0,0,0,0.001700923,0.001186185,0,0
Cell 25,1750,0,0,0.000239757,0,0,0,0.002166076,0.00106642,0,0.005729347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008100821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015247188,0,0,0,0.001383272,0.000954371,0.002995558,0.106597557,0,0,0.001120377,0.000446804,0,0
Cell 26,1750,0,0,0,0,0,0,0.000470424,0,0,0.001191883,0.005069339,0,0,0,0,0,0,0,0.000174676,0,0,0,0,0,0,0,0.005600397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013774144,0,0.001968122,0,0,0,0,0.04189284,0.020157967,0.041546706,0,0,0.000914431,0.000991815,0,0
Cell 27,1750,0,0,0.000479111,0,0,0,0.001126435,0.00051473,0,0.001110609,0.00630036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005479083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013473249,0,0,0,0.000418414,0.016108209,0.003680814,0.299273718,0,0,0.00055659,0,0,0
Cell 28,1750,0,0,0,0,0,0,0.001154941,0.001502282,0,0.001352858,0.001851001,0,0,0,0.000734648,0.007015713,0,0,0.000717558,0,0,0,0,0,0,0,0.012097038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030027422,0,0,0,0.00339667,0.00203793,0.036940973,0.599017694,0,0,0.00154163,0.000670756,0,0
Cell 29,1750,0,0,0,0,0,0,0.010318513,0.001529679,0,0.001406935,0,0,0,0,0.002686418,0.022843628,0,0,0,0,0,0,0,0.003486367,0,0,0.025800698,0.007740863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017453149,0,0.11356444,0,0,0.057041502,0.008750369,0.023251893,0,0,0.001625642,0.001721341,0,0.000231998
Cell 3,1750,0,0,0.002142817,0,0,0,0.003073527,0.012353163,0,0.003675392,0,0,0,0,0,0.007611971,0,0,0,0,0,0,0,0,0,0,0.020990295,0,0,0,0,0,0,0.00098827,0,0,0,0.001558819,0,0.049924341,0.005847925,0,0,0,0,0,0,0,0,0,0,0.035281566,0,0,0,0.009640519,0.044023587,0.011540816,0.445703674,0,0,0.003370463,0.000440379,0,0.010846185
Cell 30,1750,0,0,0,0,0,0,0.005699495,0.002682919,0,0,0,0,0,0,0,0.01659362,0,0,0,0,0,0,0,0,0,0,0.006783316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055117038,0,0,0,0.001383317,0.045316984,0.041295363,0.234635827,0,0,0.004813451,0.003394818,0,0
Cell 31,1750,0,0,0,0,0,0,0.006571957,0.007392761,0,0,0,0,0,0.012194591,0.001259845,0.008248703,0,0,0,0,0,0,0,0,0,0,0.025994784,0,0,0,0,0,0,0,0,0,0,0,0.002976636,0,0,0,0,0,0,0,0,0,0,0,0,0.028299334,0,0.054474047,0,0,0.0193411,0.005510805,0.032454751,0,0,0.00224224,0.000970012,0,0
Cell 32,1750,0,0,0,0,0,0,0.002459327,0.00544034,0,0,0,0,0,0.013396847,0,0.007126755,0,0,0.000250483,0,0,0,0,0,0,0,0.023723492,0,0,0,0,0,0,0,0,0,0,0,0.002976641,0,0,0,0,0,0,0,0,0,0,0,0,0.025009902,0,0,0,0,0.037366284,1.19E-05,0.053680021,0,0,0.004159587,0.0016471,0,0
Cell 33,1750,0,0,0.000953889,0,0,0,0.00251829,0.008453998,0,0.003610779,0,0,0,0,0.000872506,0.010900756,0,0,0,0,0,0,0,0,0,0,0.030945355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065379008,0,0,0,0,0,0.012097999,0,0,0,0.005532958,0.02719495,0.217206228,0.090493573,0,0,0.004542042,0.000814181,0,0
Cell 34,1750,0,0,0.000239759,0,0,0,0.004242048,0.000983975,0,0.004335862,0.003617233,0,0,0,0,0.000306498,0,0,0.000526911,0,0,0,0,0,0,0,0.011619584,0,0,0,0,0,0,0,0,0,0,0,0.00148823,0,0,0,0,0,0,0,0,0,0,0,0,0.011737064,0,0.037848136,0.002263377,0,0.096643776,0,0.053182561,0,0,0.001237051,0.000933591,0,0.004663895
Cell 35,1750,0,0,0.000959017,0,0,0,0.01139376,0.000458975,0,0.00606911,0,0,0,0,0.006624125,0.005986026,0,0,0.000488522,0,0,0,0,0,0,0,0.023993686,0,0,0,0,0.007234248,0,0,0,0,0,0,0.001591349,0,0,0,0,0,0,0,0,0,0,0,0,0.031258182,0,0.100479509,0,0.005532921,0.209988382,0.00682528,0.05235993,0,0,0.004414165,0.000363618,0,0.003162086
Cell 36,1750,0,0,0.000239757,0,0,0,0.001170026,0.001166123,0,0.005346192,0,0,0,0,0,0.002026268,0,0,0,0,0,0,0,0,0,0,0.008518408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009203668,0,0,0,0.002766527,0.064001107,0.003152864,0.155731702,0,0,0.001921205,0.00119499,0,0
Cell 37,1750,0,0,0.000239752,0,0,0,0.002044414,0.0003956,0,0.001806784,0.004004945,0,0,0,0.000825776,0,0,0,6.70E-05,0,0,0,0,0,0,0,0.006083037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014671106,0,0.018395074,0,0,0,0.002265302,0.02923414,0,0,0,0,0.002546666,0.000709623,0,0
Cell 38,1750,0,0,0,0,0,0,0.006045294,0.002262315,0,0,0.000383615,0,0,0,0.005808474,0.015967725,0,0,0,0,0,0,0,0,0,0,0.036540632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042269421,0,0.056772519,0,0.001383226,0.124174969,0,0.024085911,0,0,0.005196817,0.000942266,0,0
Cell 39,1750,0,0.00024579,0,0,0,0,0.002491818,0.000298803,0,0,0,0,0,0,0.003482193,0.000892036,0,0,0,0,0,0,0,0,0,0,0.005254705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120068,0,0,0,0,0,0,0,0.014157819,0,0.009000956,0,0.001383229,0.024317302,0.0003373,0.132016812,0,0,0.002117417,0.000119991,0,0
Cell 4,1750,0,0,0,0,0,0,0.012261929,0.001232949,0,0.000537199,0,0,0,0,0.002578568,0.023747849,0,0,0,0,0,0,0,0,0,0,0.030106466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030093746,0,0.246524065,0,0,0.002233198,0.000138586,0.21576015,0,0,0.00552612,0.001891368,0,0
