Site,BUFF_DIST,RESERVOIR,BORROWPITS,DUGOUT,LAGOON,BORROWPIT-DRY,SUMP,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,INTERCHANGE-RAMP,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-PAVED-UNDIV-4L,ROAD-UNPAVED-2L,TRUCK-TRAIL,AIRP-RUNWAY,ROAD-UNPAVED-1L,ROAD-PAVED-4L,ROAD-PAVED-3L,RLWY-SGL-TRACK,RLWY-SPUR,CANAL,VEGETATED-EDGE-ROADS,VEGETATED-EDGE-RAILWAYS,GRVL-SAND-PIT,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,FACILITY-OTHER,OIL-GAS-PLANT,CLEARING-UNKNOWN,URBAN-INDUSTRIAL,CLEARING-WELLPAD-UNCONFIRMED,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,TRANSFER_STATION,LANDFILL,RECREATION,GOLFCOURSE,CAMPGROUND,GREENSPACE,SURROUNDING-VEG,RUNWAY,TRANSMISSION-LINE,CFO,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,WELL-ABAND,ROUGH_PASTURE,CROP,TAME_PASTURE,FRUIT-VEGETABLES,CUTBLOCK,PRE-LOW-IMPACT-SEISMIC,TRAIL,DISTURB_VEG,PIPELINE
Cell 8,3000,0,0,0.000489569,0,0,0,0.010930452,0.002067572,0,0.000155559,0.001560181,0,0,0,0.004637835,0.017930383,0,0,0.000367167,0,0,0,0,0.00211262,0,0,0.023509003,0.005611571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052629015,0,0.133437721,0.00066811,0.002824535,0.044691976,0.02462128,0.272966697,0,0,0.003800913,0.000445941,0,0.00243352
Cell 9,3000,0,0,8.16E-05,0,0,0,0.012716654,0.002236221,0,0,0.00278435,0,0,0,0.007001133,0.011842491,0,0,0.000134539,0,0,0,0,0.000914222,0,0,0.018080291,0.002094759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05415177,0,0.158827118,0,0.001116077,0.043246773,0.031658954,0.224545538,0,0,0.003743467,0.000596317,0,0
Cell 1,3250,0,0,0.00082854,0,0,0,0.001489341,0.005167801,0,0.002371564,0.001721352,0,0,0,0.000762585,0.00496793,0,0,0.000165154,0,0,0,0,0,0,0,0.016574294,0,0,0,0.000245223,0,0,0,0,0,0,0.000799761,0,0.017860735,0.007974899,0,0,0,0,0.0018303,0,0,0,0,0,0.013247296,0,0.000501127,0,0.010764547,0.002924688,0.432493056,0.078310503,0,0,0.000456039,0.000288267,0,0.003575053
Cell 10,3250,0,0.000279065,0.000552431,0,0,0,0.009214055,0.001317731,0,0,0.000474722,0,0,0.004636633,0.003374412,0.014718525,0,0,0.000159551,0,0,0,0,0,0,0,0.023555604,0,0,0,0,0.000186188,0,0,0,0,0,0,0.000650561,0,0,0,0,0,0,0,0,0,0,0,0,0.053392764,0,0.082750763,0,0.001203341,0.048428711,0.280541274,0.199313545,0,0,0.001658179,0.00044798,0,0.000557625
Cell 12,3250,0,0,0.000483438,0,0,0,0.001087293,0.005187098,0,0.003658148,0.001382671,0,0,0,0.000779721,0.001204747,0,0,6.82E-05,0,0,0,0,0,0,0,0.014472103,0,0,0,0.001053601,0,0,0,0,0,0,0.000799761,0,0.016707709,0.007681235,0,0,0,0,0.0018303,0,0,0,0,0,0.008915821,0,0.000501127,0,0.006887881,0.003422352,0.264755067,0.059614699,0,0,0.000551518,0.000534871,0,0.003137301
Cell 13,3250,0,0,0.000228007,0,0,0,0.001777218,0.001387156,0,0.004294419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006830589,0,0,0,0,0,0,0,0,0,0,0.000451965,0.000880079,0.007122974,0.000889267,0,0,0,0,0,0,0,0,0,0,0.009993411,0,0.01130196,0,0.00205643,0.001795209,1.30E-05,0.088934126,0,0,0.0021778,0.000917407,0,0.002770254
Cell 14,3250,0,0.000139224,0.000902391,0,0,0,0.002555344,0.003888399,0,0.0048204,2.41E-05,0,0,0,0,0.002109858,0,0,2.91E-05,0,0,0,0,0,0,0,0.011123405,0,0,0,0,0,0,0.00028654,0,0,0,0.000451965,0.000880079,0.018140198,0.002494141,0,0,0,0,0,0,0,0,0,0,0.018407779,0,0.010800832,0,0.003943336,0.010732259,0.003359124,0.23549392,0,0,0.002172296,0.001119524,0,0.004896973
Cell 15,3250,0,0,6.95E-05,0,0,0,0.003113211,0.000620803,0,0,0.001349013,0,0,0,0.000174469,0.008378679,0,0,0.000155945,0,0,0,0,0,0,0,0.006323421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007334212,0,0.009762554,0,0.046720088,0,0.000860479,0.03241623,0.069420136,0.179655625,0,0,0.001822372,0.000997193,0,0
Cell 16,3250,0,0,0.000139041,0,0,0,0.003231085,0.000518065,0,0.001080019,0.001385952,0,0,0,7.68E-05,0.008960318,0,0,3.00E-05,0,0,0,0,0,0,0,0.015175261,0,0,0,0,0,0,0,0,0,0,0,0.000431541,0,0,0,0,0,0,0,0,0,0,0,0,0.015498867,0,0.042139651,0,0.001203265,0.010338207,0.049446062,0.175753386,0,0,0.002418645,0.000599856,0,0
Cell 17,3250,0.007484496,0,0,0,0,0,0.003900337,0.001602759,0,0.002086208,0,0,0,0,0.000421502,0.009968088,0,0,0.000231183,0,0,0,0,0,0,0,0.013138237,0,0,0,0,0,0,0,0,0,0,0,0.000431552,0,0,0,0,0,0,0,0,0,0,0,0,0.017604098,0,0.064001407,0,0.000802197,0.017661538,2.54E-05,0.189606888,0,0,0.002466072,0.000631607,0,0
Cell 18,3250,0,0,0.000278095,0,0,0,0.00911604,0.001820032,0,0.001499953,0.000271331,0,0,0,0.003322717,0.021876001,0,0,0,0,0,0,0,0.001949405,0,0,0.026306597,0.006868669,0,0,0,0,0,0,0,0,0,0,0.001294653,0,0,0,0,0,0,0,0,0,0,0,0,0.046043444,0,0.117400826,0,0.001604426,0.060291324,0.021574414,0.180008223,0,0,0.003424997,0.000723955,0,0.002880821
Cell 19,3250,0.000134418,0,0,0,0,0,0.009883615,0.002435128,0,0.000108332,0.000271331,0,0,0,0.005841651,0.018505328,0,0,0,0,0,0,0,0.001120621,0,0,0.022572591,0.004828109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049776614,0,0.115197101,0,0.00040108,0.040133777,0.025663815,0.194086583,0,0,0.002979374,0.002252173,0,0.000138627
Cell 2,3250,0,0,0.000751521,0,0,0,0.002704135,0.005541838,0,0.004250453,0.000546444,0,0,0,0,0.002835125,0,0,0.000113341,0,0,0,0,0,0,0,0.013897462,0,0,0,0.000123659,0,0,0.000482498,0,0,0,0.000451965,0.000448534,0.021833046,0.004855371,0,0,0,0,0.000388831,0,0,0,0,0,0.017061395,0,0.01130196,0,0.01073863,0.01012089,0.015092636,0.212823436,0,0,0.002368831,0.000854818,0,0.01685233
Cell 20,3250,0,0,0,0,0,0,0.0101159,0.002297384,0,0,5.58E-05,0,0,0,0.005595075,0.015235803,0,0,8.51E-05,0,0,0,0,0,0,0,0.01566767,0,0,0,0,0.001064923,0,0,0,0,0,0,0.000570455,0,0,0,0,0.003645599,0,0,0,0,0,0,0,0.049184645,0,0.103850929,0,0,0.032329957,0.054282476,0.175244374,0,0,0.004322397,0.00233855,0,0
Cell 22,3250,0,0,0.000486629,0,0,0,0.002814002,0.004654418,0,0.008863875,2.14E-05,0,0,0,0,0.001477037,0,0,0.000366644,0,0,0,0,0,0,0,0.019605165,0,0,0,0.001138282,0,0,0.000301761,0,0,0,0.000253023,0.003233209,0.006860056,0.006422868,0,0,0,0,0,0,0,0,0,0,0.016093831,0,0,0,0.006988563,0.011092313,0.377853604,0.35674682,0,0,0.001298965,0.00023608,0,0
Cell 23,3250,0,0,0.000562365,0,0,0,0.002586056,0.001536805,0,0.003326297,0.002430813,0,0,0,0,0.003052491,0,0,0.000178116,0,0,0,0,0,0,0,0.012024695,0,0,0,0,0,0,0.000301761,0,0,0,0.000640736,0.00178518,0,0.00039925,0,0,0,0,0,0,0,0,0,0,0.017038441,0,0.004050356,0,0.001570328,0.048148586,0.127698008,0.145904567,0,0,0.002991901,0.000656035,0,0.00039837
Cell 24,3250,0,0,0,0,0,0,6.14E-05,0.000938708,0,0.001415696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002341507,0,0,0,0,0,0,0,0,0,0,0,0.001311614,0,5.00E-05,0,0,0,0,0,0,0,0,0,0,0.001301518,0,0,0,0.001943399,0,0,0,0,0,0.001369563,0.000539824,0,0.00301275
Cell 25,3250,0,0,0.000347573,0,0,0,0.002076414,0.000662569,0,0.002798735,0,0,0,0,0.000488659,0.002006445,0,0,0.000177391,0,0,0,0,0,0,0,0.0061929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993063,0,0.011291829,0,0.002807468,0.041191441,0.002148837,0.095512892,0,0,0.002146054,0.000671593,0,0
Cell 26,3250,0,0,0,0,0,0,0.001662639,0.000484389,0,0.001719293,0.002265428,0,0,0,0.000655077,0.002671254,0,0,0.00012593,0,0,0,0,0,0,0,0.00661953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007685202,0,0.007237187,0,0.017491142,0,0.000802153,0.039763977,0.042070462,0.079533701,0,0,0.002237804,0.00113001,0,0
Cell 27,3250,0,0,0.00020856,0,0,0,0.002124555,0.001267128,0,0.001746263,0.002583588,0,0,0,0,0.005618084,0,0,0,0,0,0,0,0,0,0,0.012679906,0,0,0,0,0,0,0,0,0,0,0,0.000431541,0,0,0,0,0.000578953,0,0,0,0,0,0,0,0.022560232,0,0.003933278,0,0.001792442,0.009600722,0.0523255,0.278663663,0,0,0.001192135,0.000722886,0,0
Cell 28,3250,0,0,0.000139035,0,0,0,0.001842119,0.001317424,0,0.001155243,0.001441606,0,0,0,0.001210503,0.005731541,0,0,0.000234675,0,0,0,0,0.000927061,0,0,0.010804614,0.002675618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000954335,0,0,0,0,0,0.01783582,0,0.002753072,0,0.002406419,0.001425516,0.019084545,0.375903207,0,0,0.001365643,0.000484565,0,0
Cell 29,3250,0.001474289,0,0,0,0,0,0.006909258,0.001707141,0,0.002008671,6.70E-05,0,0,0,0.003069885,0.014026243,0,0,7.37E-05,0,0,0,0,0.001942381,0,0,0.019463993,0.004435687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019326404,0,0.082219592,0,0.000802149,0.049904335,0.00310929,0.105789412,0,0,0.002286343,0.002131036,0,9.96E-05
Cell 3,3250,0,0.000139224,0.001110725,0,0,0,0.005607442,0.006899074,0,0.005506452,0.000734112,0,0,0,0.000901724,0.00479496,0,0,0.000113341,0,0,0,0,0,0,0,0.017840829,0,0,0,0,0,0,0.000482498,0,0,0,0.000451965,0,0.022655484,0.003717997,0,0,0.001689848,0,0,0,0,0,0,0,0.026200856,0,0.043317984,0.001156081,0.019593555,0.022938082,0.004531108,0.369331047,0,0,0.002810849,0.001025094,0,0.020256734
Cell 30,3250,0.001474289,0,6.95E-05,0,0,0,0.004518147,0.002644011,0,0.000100587,0.000271331,0,0,0,0.001129234,0.013708199,0,0,0.000114784,0,0,0,0,0,0,0,0.009337059,0,0,0,0,0,0,0,0,0,0,0,0.000431524,0,0,0,0,0.001020305,0,0,0,0,0,0,0,0.042913711,0,0.0178301,0,0.00040108,0.062884733,0.013123999,0.205814371,0,0,0.002405048,0.003227828,0,0
Cell 31,3250,0,0,0,0,0,0,0.00387201,0.004596465,0,0,0,0,0,0.007556906,0.00097787,0.00787051,0,0,0.000183357,0,0,0,0,0,0,0,0.017865543,0,0,0,0,0,0,0,0,0,0,0,0.00215763,0,0,0,0,0.003645599,0,0,0,0,0.000841872,0,0,0.032240307,0,0.022831023,0,0,0.021922218,0.011641953,0.108031665,0,0,0.003163124,0.001305804,0,0
Cell 32,3250,0,0,0.00020856,0,0,0,0.004276685,0.004594558,0,0,0,0,0,0.007532517,0.000580124,0.007519035,0,0,0.000183357,0,0,0,0,0,0,0,0.018022072,0,0,0,0,0,0,0,0,0,0,0,0.002589166,0,0,0,0,0,0,0,0,0,0.000841872,0,0,0.028332014,0,0.02966965,0,0,0.014989754,0.009116955,0.134367507,0,0,0.002574143,0.001290953,0,0
Cell 33,3250,0,0,0.000346088,0.00095012,0,0,0.001501147,0.003702273,0,0.004265312,0,0,0,0,0.000448844,0.005492781,0,0,8.42E-05,0,0,0,0,0,0,0,0.017448534,0,0,0,0,0,0,0,0,0,0,0.000701536,0.000329805,0,0,0,0,0,0,0.02326577,0,0,0,0,0,0.01052313,0,0,0,0.003236531,0.017261249,0.175025716,0.117752598,0,0,0.002617604,0.000594562,0,0.000181351
Cell 34,3250,0,0,0.000208549,0,0,0,0.003926864,0.002766983,0,0.004671629,0.002179052,0,0,0,0.000410203,0.001212581,0,0,0.000519607,0,0,0,0,0,0,0,0.014343866,0,0,0,0,0,0,0,0,0,0,0.000301717,0.001987412,0,0,0,0,0,0.014404522,0.005249547,0,0,0,0,0,0.007886272,0,0.041351864,0.001124044,0.001203158,0.1048864,0,0.04232782,0,0,0.002248491,0.000713524,0,0.003816859
Cell 35,3250,0,0,0.000417086,0,0,0,0.006910476,0.001203843,0,0.006214552,0.000585455,0,0,0,0.002787047,0.002689519,0,0,0.000431803,0,0,0,0,0,0,0,0.016975592,0,0,0,0,0.002411841,0,0,0.002022175,0,0,0,0.001324389,0,0,0,0,0,0,0,0,0,0,0.002987331,0,0.022748562,0,0.062581458,0.001124044,0.004010521,0.119470841,0.002500875,0.145048486,0,0,0.003671645,0.000839156,0,0.004029788
Cell 36,3250,0,0,0.000417088,0,0,0,0.00263335,0.000557747,0,0.003644431,0,0,0,0,0.000374668,0.003030687,0,0,0.000141642,0,0,0,0,0,0,0,0.007495368,0,0,0,0,0.000143031,0,0,0.000394552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003998038,0,0.012575737,0,0.008944777,0,0.002291894,0.055685481,0.002893071,0.115840318,0,0,0.002569073,0.001052517,0,0
Cell 37,3250,0,0,0.000208542,0,0,0,0.003106931,0.000345752,0,0.002826897,0.002585426,0,0,0,0.00157933,0.002933192,0,0,1.94E-05,0,0,0,0,0,0,0,0.009214016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008044341,0,0.020866064,0,0.016391853,0,0.000802129,0.045979808,0.000744329,0.008760233,0,0,0.003068954,0.001167333,0,0
Cell 38,3250,0,0,0.000278057,0,0,0,0.005217662,0.002799914,0,0.001087769,0.00219219,0,0,0,0.004800144,0.009085015,0,0.000139874,4.54E-05,0,0,0,0,0,0,0,0.028446018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001530715,0,0,0,0,0,0.001919871,0,0.044390457,0,0.047605408,0,0.00080212,0.087593857,0,0.05695507,0,0,0.004629639,0.001667099,0,0
Cell 39,3250,0,0.000139203,0.000208545,0,0,0,0.002948936,0.002174448,0,0.001342638,0.000559211,0,0,0,0.004780222,0.004382334,0,0.000139874,2.12E-05,0,0,0,0,0.001644174,0,0,0.014151844,0.004514936,0,0,0,0,0,0,0,0,0,0,0.000431492,0,0,0,0,0.000549689,0,0.000954335,0,0,0,0,0,0.01923704,0,0.014195178,0,0.002758358,0.017802477,0.000106658,0.264964124,0,0,0.003496225,0.000945689,0.021596728,0
Cell 4,3250,0,0,0.000139054,0,0,0,0.008811216,0.00072235,0,0.001335073,0.001613126,0,0,0,0.001988861,0.01497081,0,0,3.27E-05,0,0,0,0,0,0,0,0.023497691,0,0,0,0,0,6.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004967853,0,0.033016219,0,0.119831671,0,0.00080225,0.013110299,0.038488078,0.224538288,0,0,0.003242989,0.001134599,0,0
Cell 40,3250,0,0,0,0,0,0,0.001285102,0.002255042,0,0.000751642,0,0,0,0,0,0.000892223,0,0,0.000258397,0,0,0,0,0,0,0,0.003770154,0,0,0,0,0,0,0,0,0,0,0,0.002086235,0,0,0,0,0,0,0,0,0,0,0,0,0.005400784,0,0.005427311,0,0.003342541,0.201264679,0.000713681,0.08661417,0,0,0.000736569,0.004257627,0,0.003623754
Cell 41,3250,0,0,6.95E-05,0,0,0,0,0.003078013,0,0,0,0,0,0,0,0,0,0,0.000258397,0,0,0,0,0,0,0,0.003336545,0,0,0,0,0,0,0,0,0,0,0,0.00129452,0,0,0,0,0,0,0,0,0,0,0,0,0.000240942,0,0,0,0.001338644,0.208024016,0.000713681,0.031249056,0,0,0.00084946,0.00341331,0,0.001540831
Cell 42,3250,0,0,0,0,0,0,1.01E-05,0.003260036,0,0,0,0,0,0.007591839,0,0.000384571,0,0,4.69E-05,0,0,0,0,0,0,0,0.011470534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273244,0,0,0,0,0,0,0,0,0,0.000955627,0.000978884,0,0
Cell 43,3250,0,0,0,0,0,0,0.000595621,0.003096196,0,0,0,0,0,0.007962544,0,0.001742597,0,0,0,0,0,0,0,0,0,0,0.01191338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002568212,0,0,0,0,0.003484689,3.73E-06,0,0,0,0.000879723,0.001186791,0,0
Cell 44,3250,0,0,0.000137537,0.00095012,0,0,0.001770881,0.003993028,0,0.003904482,0,0,0,0,0.000448844,0.004144371,0,0,0.000104225,0,0,0,0,0,0,0,0.016004867,0,0,0,0,0,0,0,0,0,0,0.000399818,0.00051393,0,0,0,0,0,0.007896527,0.026239658,0,0,0,0,0,0.007353488,0,0,0,0.00320839,0.015190342,0.179018564,0.010084404,0,0,0.002773198,0.000708957,0,0
Cell 45,3250,0,0,6.95E-05,0.00095012,0,0,0.002162059,0.002790237,0,0.005557103,0,0,0,0,0.000195869,0.00188547,0,0,0.000199676,0,0,0,0,0,0,0,0.014238867,0,0,0,0,0,0,0,0,0,0,0,0.000431489,0,0,0,0,0,0.014422068,0.014567688,0,0,0,0,0,0.006883427,0,0.00533876,0,0.00160415,0.082838005,0.003707286,0.046952639,0,0,0.002229922,0.000796639,0,0.000546527
Cell 46,3250,0,0,0.000347554,0,0,0,0.005635666,0.001805305,0,0.00754435,0.000519442,0,0,0,0.002219162,0,0,0,0.00016482,0,0,0,0,0,0,0,0.017562008,0,0,0,0,0,0,0,0,0,0,0,0.001695211,0,0,0,0,0,0.014422068,0.002887146,0,0,0,0.001799702,0,0.015408648,0,0.042126938,0,0.002104126,0.156917659,0,0.038977141,0,0,0.003924832,0.000812136,0,0.00263882
Cell 47,3250,0,0,0.000141254,0,0,0,0.006337293,0.001020744,0,0.007409914,0,0,0,0,0.003019877,0.001186547,0,0,9.28E-05,0,0,0,0,0,0,0,0.017934279,0,0,0,0,0.002411841,0,0,0.002022175,0,0,0,0.001298352,0,0,0,0,0,0,0,0,0,0,0.006730624,0,0.019125838,0,0.087967224,0,0.005078333,0.107783114,0.071439826,0.094908088,0,0,0.004826359,0.000866106,0,0.000773049
Cell 48,3250,0,0,0.00069511,0,0,0,0.00584973,0.002349917,0,0.005628059,0.001410053,0,0,0,0.003513466,0.006747497,0,0,2.59E-05,0,0,0,0,0,0,0,0.032058362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000450037,0,0,0,0,0,0,0,0,0,0.025056537,0,0.104088239,0,0.002406209,0.084829443,0.058691415,0.109985164,0,0,0.00375171,0.000938003,0,0.000114
Cell 49,3250,0,0,0.000556083,0,0,0,0.005249716,0.002871839,0,0.004233657,0.000916307,0,0,0,0.002480403,0.009649344,0,0,4.72E-05,0,0,0,0,0.001482314,0,0,0.035146752,0.007204397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000450037,0,0,0,0.000710024,0,0,0,0,0,0.032598168,0,0.057131024,0,0.002406224,0.066909372,0.010019888,0.257665852,0,0,0.003372861,0.000824802,0,0.000303485
Cell 5,3250,0,0,0.000208583,0.000686132,0,0,0.008067865,0.001426679,0,0.001420842,0,0,0.000406323,0.000161666,0.00633768,0.01413274,0,0,0,0.000286753,0,0,0,0,0,0,0.032489789,0,0,0,0,0,0,0,0,0.000149288,0,0,0,0,0,0,0,5.55E-06,0.02443406,0,0.00352555,0.001003483,0,0,0,0.033206944,0.000430582,0.097444175,0,0.001522394,0.05993119,0.007983109,0.163630129,0,0,0.003065754,0.001045872,0,0
Cell 50,3250,0,4.61E-06,0.000417173,0,0,0,0.005211165,0.001821965,0,0.003356636,0.001576534,0,0,0,0.003008623,0.004403006,0,0,0.000113893,0,0,0,0,0.001931607,0,0,0.018411778,0.006881792,0,0,0,0,0,0,0,0,0,0,0.000431492,0,0,0,0,0.000549689,0,0,0,0,0,0,0,0.029704687,0,0.026392767,0,0.001604173,0.041299559,6.67E-06,0.298568178,0,0,0.003133117,0.001046303,0.00894321,0
Cell 51,3250,0,0,0.00013902,0,0,0,0.001543561,0.002957841,0,0.001040588,0,0,0,0,0.001500344,0,0,0,5.20E-05,0,0,0,0,0,0,0,0.006272989,0,0,0,0,0,0,0,0,0,0,0,1.92E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.003177134,0,0.01649717,0,0.002807212,0.19566877,0,0.031412403,0,0,0.00078474,0.004415724,0,0.005743971
Cell 52,3250,0,0,0,0,0,0,0,0.002176869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002176152,0,0,0,0,0,0,0,0,0,0,0,0.000431479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001381541,0.187255681,0.000713681,0.009796601,0,0,0.001630357,0.00318838,0,0.00270078
Cell 53,3250,0,0,0,0,0,0,0.000279771,0.004174206,0,0,0,0,0,0.007837857,0.000278982,0.001699008,0,0,0.000432933,0,0,0,0,0,0,0,0.016811723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004332654,0,0.009243905,0,0.000401017,0.04064274,0.000843399,0.082947406,0,0,0.001889831,0.001945341,0,0
Cell 54,3250,0,0,0,0,0,0,7.53E-05,0.004417574,0,0,0,0,0,0.007379252,0,0.002680216,0,0,0.000219101,0,0,0,0,0,0,0,0.017302253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002755306,0,0.007715317,0,0,0.064252551,0.020094768,0.056357914,0,0,0.001910744,0.002278422,0,0
Cell 55,3250,0,0,0.000758822,0,0,0,0.001716762,0.00023394,0,0.006067118,0,0,0,0,0,0.004284297,0,0,0.00012859,0,0,0,0,0,0,0,0.011974583,0,0,0,0,0,0,0,0,0,0,0,0.00224394,0,0,0.000591479,0,0,0,0,0,0,0,0.001929621,0.004021625,0.010578033,0,0,0,0.002375552,0.008633581,0.501625184,0.025872318,0,0,0.001898446,0.000812654,0,0
Cell 56,3250,0,0,0.00073654,0,0,0,0.002726286,0.000198891,0,0.006425958,0,0,0,0,0,0.003504119,0,0,0.000144442,0,0,0,0,0,0,0,0.013333157,0,0,0,0,0,0,0,0,0,0,0,0.000949523,0,0,0,0,0,0,0.000314367,0,0,0,0.003365327,0.004021625,0.013572408,0,0,0,0.00267597,0.028906197,0.415289458,0.078932195,0,0,0.002357445,0.000783868,0,0
Cell 57,3250,0,0,0.00169958,0,0,0,0.003092297,0.000438718,0,0.007740646,0,0,0,0,0,0.002820977,0,0,3.09E-05,0,0,0,0,0,0,0,0.016199737,0,0,0,0,0,4.22E-07,0,0,0,0,0.000399788,0.000431468,0,0,0,0,0,0,0,0,0,0,0.006521755,0,0.014832355,0,0.016131932,0,0.004411142,0.034535784,0.627149484,0.051984387,0,0,0.001748738,0.000545801,0,7.41E-09
Cell 58,3250,0,0,0.001042621,0,0,0,0.00502987,0.001107943,0,0.007635797,0,0,0,0,0.001051125,0.003511113,0,0,9.28E-05,0,0,0,0,0,0,0,0.017980179,0,0,0,0,0,0,0,0,0,0,0.000399788,0.001600389,0,0,0,0,0,0,0,0,0,0,0.005688805,0,0.022445577,0,0.038829713,0,0.007762244,0.064126806,0.343644941,0.144845329,0,0,0.002718212,0.000491882,0,0.000884321
Cell 59,3250,0,0,0.00132066,0,0,0,0.005974789,0.002875882,0,0.006271797,0.000411684,0,0,0,0.00362307,0.008652685,0,0,0,0,0,0,0,0,0,0,0.036250576,0,0,0,0,0,0,0,0,0,0,1.60E-06,0.000431458,0,0,0.000450037,0,0,0,0.002750474,0,0,0,0,0,0.023956225,0,0.103331608,0,0.003377882,0.043698056,0.296405585,0.15125804,0,0,0.001445391,0.00051046,0,0
Cell 6,3250,0,0,0.000139053,0,0,0,0.00735319,0.001415391,0,0.001082613,0.000542086,0,0,0,0.002292511,0.01569794,0,0,0.000147788,0.001462605,0,0,0,0,0,0,0.015911585,0,0,0,0,0.000138145,0,0,0,0,0,0,0,0,0,0,0,0.00111171,0,0,0.001055964,0.004172466,0,0,0,0.045214024,0.002168311,0.061585514,0,0.000802254,0.021205341,0.015406373,0.344335234,0,0,0.003167639,0.000896801,0,0.001041344
Cell 60,3250,0,0,0.000560163,0,0,0,0.007247353,0.001710795,0,0.005469512,0,0,0,0,0.001288006,0.010162514,0,0,0.000184464,0,0,0,0,0.002067507,0,0,0.022645512,0.008553336,0,0,0,0,0,0,0,0,0,0.000399785,0.000431458,0,0,0,0,0,0,0.003341823,0,0,0,0,0,0.025558174,0,0.083936108,0,0.00147277,0.033148921,0.329252831,0.077829778,0,0,0.002564713,0.000900702,0,0
Cell 61,3250,0,0,0.000208519,0,0,0,0.003396426,0.00100693,0,0.007234186,0,0,0,0,0,0.00194878,0,0,0.000244334,0,0,0,0,0,0,0,0.017864529,0,0,0,0,0,0,0,0,0,0,0,0.00172512,0,0,0,0,0,0,0,0,0,0,0,0,0.009330273,0,0.035472872,0,0.001203034,0.078066678,0.008133375,0.282967554,0,0,0.002190683,0.00160923,0,0.003346844
Cell 62,3250,0,0,0.000139012,0,0,0,0.000157656,0.004125527,0,0.001489019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007257517,0,0,0,0,0,0,0,0,0,0,0,0.002889386,0,0,0,0,0,0,0,0,0,0,0,0,0.000542232,0,0,0,0.002686732,0.266162351,0,0.149519011,0,0,0.000722669,0.002607115,0,0.008742995
Cell 63,3250,0,0,6.95E-05,0,0,0,0.000134164,0.002633044,0,0.000295663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999687,0,0,0,0,0,0,0,0,0,0,0,0.002026484,0,0,0,0,0,0,0,0,0,0,0,0,0.002022841,0,0,0,0.00280711,0.200553792,0.000984468,0.016078549,0,0,0.000818043,0.004628926,0,0.004279599
Cell 64,3250,0,0,0,0,0,0,0.001469117,0.002078418,0,0.001374222,0,0,0,0,0.000763982,0.00119762,0,0,0.000387857,0,0,0,0,0,0,0,0.004998883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013617258,0,0.008633339,0,0.001489591,0.044435764,0.001893035,0.158451922,0,0,0.001301183,0.004111934,0,0.001492293
